grams,width_cm,frequency,location,price,flexibility,moisture,horizontal_position,shape,distance,target
555,146,464,Japan,557,61.63,40.92,24.52,oblong,53.84,widget1
455,113,316,France,892,45.08,56.41,38.25,oblong,39.22,widget1
572,133,403,France,921,45.66,59.87,69.02,spherical,33.08,widget1
374,182,484,,663,70.43,60.37,70.47,oblong,21.73,widget2
498,154,441,Japan,890,48.07,41.79,89.49,cylinder,30.29,widget8
640,92,408,Germany,1019,37.22,67.69,-9.99,oblong,54.39,widget1
435,218,525,South Korea,1080,59.74,35.32,25.72,oblong,26.14,widget2
515,185,573,Germany,1087,60.79,47.69,-17.74,cylinder,48.94,widget3
501,149,618,Germany,724,83.42,66.61,105.87,cylinder,50.63,widget6
608,143,822,Belgium,1062,52.55,69.76,-130.47,cylinder,50.64,widget3
525,132,561,Italy,881,67.25,75.31,-22.15,oblong,46.46,widget6
438,110,513,,933,32.28,32.18,-21.88,oblong,31.9,widget1
412,85,519,France,791,83.86,93.14,93.95,oblong,45.06,widget6
477,107,661,Italy,1717,56.08,62.23,-26.33,other,50.87,widget3
454,187,567,United States,809,41.76,39.96,-6.78,cylinder,46.25,widget3
461,54,675,Italy,855,63.63,64.3,45.85,oblong,52.62,widget6
282,169,436,Belgium,679,94.4,66.56,127.61,oblong,20.88,widget2
520,120,392,France,808,25.96,68.12,65.34,oblong,42.66,widget1
192,151,461,Germany,681,61.67,67.94,-84.63,cuboid,30.77,widget5
495,62,714,Germany,958,62.23,77.15,52.03,oblong,41.72,widget6
265,156,544,Japan,587,57.16,75.3,-55.27,cylinder,29.55,widget5
540,116,652,Germany,1030,60.95,26.52,19.09,cylinder,51.91,widget3
417,193,413,China,792,85.37,64.28,-11.16,oblong,30.54,widget2
384,188,456,China,569,80.54,41.82,35.96,oblong,34.06,widget2
572,143,435,Belgium,431,44.34,66.59,135.24,oblong,39.44,widget1
407,214,355,South Korea,767,77.94,54.01,85.96,oblong,24.32,widget2
214,151,627,Japan,1368,42.57,67.71,11.61,cylinder,32.4,widget5
499,168,631,Belgium,1459,49.88,55.45,-41.27,cylinder,46.57,widget3
532,213,366,China,423,35.59,54.42,-4.58,spherical,33.66,widget7
542,143,429,Italy,936,67.84,45.8,-7.11,oblong,50.75,widget1
302,155,562,Japan,794,35.23,91.43,-7.72,cuboid,26.82,widget5
465,169,530,Japan,964,31.16,55.19,57.34,cylinder,14.21,widget8
365,207,584,Japan,640,40.03,37.32,22.97,cuboid,28.31,widget8
391,147,457,China,1096,76.59,45.47,114.66,oblong,32.83,widget2
518,105,654,Italy,901,72.85,71.95,77.27,cuboid,42.82,widget6
506,225,371,China,818,42.59,43.91,-92.99,oblong,23.79,widget7
769,143,643,Japan,530,36.21,40.76,62.06,oblong,27.53,widget4
475,128,669,Germany,1696,66.47,77.67,-23.44,other,42.74,widget3
402,119,551,France,639,72.86,91.85,12.88,cylinder,37.72,widget6
373,159,476,China,713,88.79,60,70.7,oblong,23.38,widget2
480,127,536,United States,468,82.42,63.06,48.93,oblong,44.7,widget6
270,142,647,Japan,846,32.77,53.98,-47.9,cylinder,16.31,widget5
431,158,474,Japan,594,43.56,79,-6.61,oblong,33.78,widget7
501,119,539,China,705,8.15,75.95,-14.23,oblong,37.22,widget4
500,165,687,Belgium,1475,56.49,60.94,-33.81,cylinder,50.18,widget3
539,180,521,Japan,997,30.39,14.34,51.36,cuboid,12.42,widget8
536,172,729,Belgium,1312,46.9,53.77,-93.95,cylinder,44.8,widget3
465,140,497,Belgium,544,36.73,48.79,16.57,spherical,37.61,widget1
229,176,569,Italy,911,35.87,49.44,-130.13,cuboid,28.38,widget5
444,144,208,Japan,473,49.6,55.54,-41.42,oblong,36.69,widget7
198,177,473,China,1187,56.2,53.48,-45.04,cuboid,13.22,widget5
455,157,421,Germany,843,32.84,53.05,-35.42,oblong,28.33,widget7
493,135,647,United States,1387,67.48,49.19,5.77,cylinder,46.4,widget3
475,153,538,Italy,905,31.42,16.72,51.38,cylinder,22.5,widget8
486,200,310,China,940,25.44,87.56,-56.72,cuboid,31.68,widget7
657,170,517,Russia,1417,22.18,70.55,52.8,oblong,41.37,widget4
676,109,408,France,749,65.22,67.29,5.62,spherical,49.22,widget1
579,152,438,Belgium,428,35.37,42.31,109,cuboid,30.95,widget8
489,173,539,Japan,623,29.15,36.87,50.86,cylinder,37.99,widget8
457,87,609,Germany,803,82.49,52.55,4.07,cuboid,37.6,widget6
559,160,488,Japan,767,14.05,30.69,60.73,cuboid,31.1,widget8
395,182,410,Belgium,292,33.27,23.73,96.49,cylinder,30.72,widget8
456,147,360,Italy,795,41.99,49.19,-45.44,oblong,37.18,widget1
440,167,705,India,1044,45.88,25.1,119.4,cuboid,28.84,widget4
208,135,547,France,1190,52.36,51.55,-65.9,cylinder,17.77,widget5
405,113,652,Germany,418,74.97,62.18,55.21,cuboid,39.83,widget6
448,140,649,United States,1307,53.22,80.53,-75.82,other,49.77,widget3
422,174,706,Germany,1230,49.49,59.93,-93.58,cylinder,50.41,widget3
436,119,568,Germany,1701,55.15,77.15,34.03,cylinder,44.29,widget3
604,188,485,,517,41.15,42.09,-80.94,oblong,19.96,widget7
483,130,531,,807,70.84,44.32,14.47,cuboid,52.78,widget6
476,202,646,Germany,1474,60.32,60.89,-49.97,cylinder,48.29,widget3
343,110,614,Germany,1344,77.13,59.38,-35.5,cylinder,52.99,widget3
545,146,599,Germany,537,78.02,85.88,57.68,cuboid,59.23,widget6
563,109,642,Italy,771,88.9,70.22,7.24,cuboid,43.54,widget6
492,179,443,Italy,637,30.83,74.38,0.32,cylinder,26.95,widget8
596,130,766,,1755,54.09,47.44,-15.44,cuboid,54.67,widget3
552,140,557,Italy,1139,61.39,60.16,0.25,other,34.74,widget3
417,176,509,China,700,63.72,57.3,78.54,oblong,16.61,widget2
246,178,574,Belgium,947,44.9,72.87,-26.64,cylinder,15.4,widget5
347,180,457,Belgium,982,44.75,62.85,-77.94,cylinder,34.41,widget5
429,218,579,Belgium,585,52.52,29.25,-16.38,cuboid,19.38,widget2
491,169,525,Belgium,880,54,22.07,71.36,cuboid,34.09,widget8
615,162,531,Belgium,707,45.01,47.85,7.96,oblong,26.58,widget4
307,178,330,China,539,75.84,61.51,48.2,oblong,35.57,widget2
662,137,616,Japan,1086,43.31,79.05,4.12,oblong,28.25,widget4
531,169,485,Italy,878,34.78,50.9,49.02,cylinder,33.97,widget8
654,149,658,China,1015,41.76,50.47,51.69,cuboid,30.93,widget4
404,176,485,Japan,505,81.43,49.25,39.77,cuboid,32.32,widget2
431,193,382,South Korea,790,87.33,44.18,150.27,spherical,31.75,widget2
401,126,631,Belgium,257,65.03,72.32,76.3,cuboid,35.38,widget6
524,123,503,France,858,63.82,59.31,6.49,oblong,36.02,widget1
243,167,603,Japan,991,45.94,70.39,-59.9,cuboid,27.26,widget5
449,150,702,Italy,901,68.46,72.03,7.77,cylinder,46.77,widget3
441,104,807,France,1117,73.8,53.5,-0.38,other,51.6,widget3
416,221,498,Japan,765,82.2,70.67,64.76,oblong,12.45,widget2
530,167,415,Belgium,442,45.94,53.72,-107.31,oblong,13.44,widget7
412,173,374,Japan,599,67.29,47.81,25.73,spherical,31.22,widget2
437,199,363,Italy,1007,41.49,46.97,-76.05,oblong,27.64,widget7
579,114,389,Belgium,1032,60.37,43.99,99.29,oblong,36.19,widget1
588,127,425,Germany,687,54.13,53.95,83.5,oblong,53.98,widget1
537,195,275,Japan,640,30.54,47.27,40.3,spherical,37.83,widget7
448,168,739,Belgium,1099,59.73,70.76,-92.52,cylinder,46.72,widget3
279,188,557,Germany,800,54.39,53.6,-57.03,cylinder,15.37,widget5
468,155,609,United States,555,85.18,52.18,15.04,cuboid,41.25,widget6
501,208,578,Italy,735,27.89,90.21,-84.87,oblong,29.13,widget7
529,112,679,Italy,1424,33.74,73.97,-1.58,other,49.3,widget3
584,127,397,Belgium,884,54.8,51.41,0.81,oblong,44.53,widget1
506,104,466,Belgium,612,59.76,50.38,40.55,spherical,40.31,widget1
678,170,598,Belgium,1038,38.15,67.27,3.18,oblong,23.03,widget4
581,154,663,Italy,1647,45.31,30.54,-73.63,cylinder,42.65,widget3
523,178,439,Belgium,446,39.29,66.61,90.44,cylinder,17.74,widget8
399,129,572,Italy,615,62.49,64.54,56.08,cylinder,40.41,widget6
647,151,570,Japan,1084,51.45,38.06,91.72,oblong,40.88,widget4
481,130,694,Germany,1036,64.57,38.12,-83.98,cylinder,38.74,widget3
524,155,450,China,763,9.18,79.22,-63.6,cuboid,18.45,widget7
543,160,581,Germany,825,16.32,34.79,9.32,cylinder,31.67,widget8
430,163,532,China,782,75.25,73.16,83.82,oblong,29.89,widget2
412,153,649,Germany,1498,54.52,52.54,32.15,cylinder,53.38,widget3
510,87,413,Italy,876,56.29,53.27,83.22,cuboid,42.46,widget1
624,114,639,China,1038,45.44,86.16,-23.66,oblong,36.14,widget4
472,169,605,Germany,1019,66.89,48.52,-58.69,cylinder,46.82,widget3
529,165,685,India,786,29.48,30.75,14.93,oblong,25.78,widget4
481,165,548,Japan,843,41.67,43.68,77.34,cuboid,19.2,widget8
459,140,579,Japan,1122,37.1,47.8,21.99,cuboid,16.06,widget8
523,149,700,China,918,40.52,60.58,-0.33,oblong,22.34,widget4
476,169,340,Italy,863,25.21,27.58,59.81,cylinder,28.86,widget8
470,74,502,France,631,85.16,62.09,58.71,cuboid,43.19,widget6
520,137,818,United States,1507,72.21,79.71,34.77,cylinder,46.01,widget3
262,180,489,Italy,963,55.67,70.93,-41.05,cylinder,29.7,widget5
414,143,610,Italy,1732,64.38,40.04,-69.38,other,50.36,widget3
340,190,508,Japan,831,44.13,43.16,-7.77,cuboid,23.34,widget8
560,145,440,Japan,406,32.03,75.74,63.52,oblong,41.96,widget1
614,83,352,Belgium,891,62.78,45.3,106.52,oblong,36.7,widget1
505,154,525,Belgium,462,34.76,64.96,-63.12,oblong,31.05,widget7
496,164,378,Italy,758,55.26,50.8,78.66,oblong,38.83,widget1
534,118,444,France,420,55.72,71.9,90.48,oblong,37.48,widget1
631,166,639,,1210,50.43,54.22,-61,cylinder,48.58,widget3
530,169,577,Italy,1202,46.58,54.31,22.7,cylinder,53.45,widget3
269,190,614,China,799,38.92,41.64,-36.7,cuboid,28.55,widget5
456,143,497,Japan,1248,26.91,47.1,66.58,other,16.53,widget8
230,112,403,Italy,923,42.74,54.68,-62.01,cylinder,34.19,widget5
448,149,515,Italy,644,35.07,59.3,113.21,cylinder,20.46,widget8
311,180,469,Japan,1156,33.82,67.5,-101.45,cylinder,27.08,widget5
603,123,374,Belgium,782,57.35,45.84,11.15,oblong,47.74,widget1
162,199,620,Japan,1183,36.49,69.92,-78.33,cuboid,21.02,widget5
574,134,351,France,499,78.89,76.23,37.29,spherical,45.33,widget1
497,155,341,Italy,990,24.8,35.24,29.75,cylinder,27.88,widget8
524,131,559,China,1021,33.34,29.64,24.19,cylinder,25.24,widget8
461,222,459,South Korea,573,34.81,66.04,-92.86,oblong,16.6,widget7
494,182,473,Belgium,446,33.12,35.77,65.53,cuboid,19.12,widget8
557,184,426,South Korea,507,36.51,77.45,-12.65,spherical,22.33,widget7
467,192,410,Italy,490,36.37,19.33,84.28,cylinder,24.68,widget8
486,153,448,Italy,676,27.19,40.16,23.84,cylinder,32.22,widget8
383,191,368,China,1222,77.39,62.97,106.06,oblong,33.43,widget2
548,162,752,Germany,1052,62.64,42.57,-6.34,cylinder,53.29,widget3
197,163,589,Belgium,1081,57.69,78.92,-21.08,cylinder,12.39,widget5
532,172,365,United States,1011,40.05,65.72,62.2,oblong,40.87,widget1
678,160,608,,714,35.59,26.82,41.25,oblong,39.33,widget4
692,141,609,China,942,24.17,64.31,69.85,oblong,19.54,widget4
393,109,580,Italy,560,73.88,53.89,122.42,cuboid,53.76,widget6
403,145,705,Italy,1125,57.7,63.32,-86.63,cylinder,51.69,widget3
532,169,471,South Korea,801,27.98,76.7,4.84,oblong,35.13,widget7
258,189,546,Italy,594,33,87.42,-26.59,cylinder,25.35,widget5
400,182,396,China,561,39.24,23.06,33.96,cuboid,36.15,widget8
395,170,705,Germany,1036,61.25,39.33,-141.45,cuboid,45.87,widget3
629,145,610,,1197,46.65,51.19,65.78,oblong,43.56,widget4
384,185,478,Japan,1129,79.21,45.28,119.78,spherical,22.75,widget2
506,146,752,France,1502,57.49,57.48,25.87,other,43.6,widget3
320,143,565,Japan,1139,39.83,61.19,-112.46,cylinder,20.51,widget5
434,208,350,Japan,547,31.21,73.41,-20.47,oblong,29.89,widget7
581,168,518,,627,80.72,41.18,48.86,oblong,22.05,widget2
282,190,613,Italy,939,52.62,50.29,-116.59,cuboid,19.9,widget5
240,165,415,Italy,1132,44.66,62.51,-103.41,cylinder,10.92,widget5
379,184,334,China,462,80.5,32.04,48.53,oblong,30.65,widget2
632,202,455,Japan,391,37.42,79.19,-51.98,oblong,34.23,widget7
436,82,529,Italy,448,30.24,39.8,38.23,oblong,44.49,widget1
495,152,644,China,1676,59.33,57.42,-33.53,cylinder,37.92,widget3
540,168,542,China,613,49.81,60.07,66.3,spherical,41.3,widget1
463,146,378,France,954,66.09,49.72,70.6,spherical,33.16,widget1
509,137,611,Belgium,1626,58.5,63.61,-74.98,other,56.39,widget3
526,116,580,South Korea,583,23,33.16,39.56,cylinder,26.78,widget8
312,130,582,Italy,983,46.36,40.54,-81.37,cylinder,24.32,widget5
448,162,597,South Korea,440,51.5,30.82,95.25,cylinder,19.68,widget8
246,159,462,Belgium,975,75.32,48.98,111.85,oblong,21.05,widget2
438,220,464,Japan,558,74.81,54.13,88.34,oblong,33.23,widget2
470,126,654,Germany,543,89.57,83.07,79.8,oblong,47.72,widget6
480,101,677,Germany,1047,72.94,78.85,64.86,oblong,42.24,widget6
541,118,603,China,754,32.08,49.66,55.46,oblong,29.22,widget4
432,105,482,Germany,456,77.5,83.5,61.68,cuboid,42.64,widget6
474,140,724,China,973,33.22,57.15,69.19,oblong,30.05,widget4
482,153,588,Belgium,1270,42.28,57.05,-8.43,cylinder,51.29,widget3
551,181,478,Belgium,485,25.19,85.56,-69.29,cuboid,19.44,widget7
524,100,406,Italy,926,48.39,46.03,-1.93,spherical,37.37,widget1
505,185,394,Italy,771,33.48,49.43,-85.81,oblong,34.49,widget7
374,157,489,Belgium,654,79.31,96.08,139.17,oblong,42.41,widget6
371,250,512,South Korea,700,78.76,64.9,22.27,oblong,21.95,widget2
430,246,419,China,424,25.02,71.06,-19.91,oblong,18.24,widget7
585,125,479,Italy,770,45.43,45.17,62.35,spherical,37.14,widget1
428,97,478,Belgium,952,51.82,34.43,34.3,spherical,42.65,widget1
407,234,473,,885,64.45,61.59,104.95,oblong,29.38,widget2
425,154,509,France,613,76.76,74.48,79.51,cuboid,33.8,widget6
373,134,383,Germany,1080,30.59,55.92,-66.19,cylinder,22.13,widget5
437,97,616,Belgium,953,73.63,85.16,76.37,cuboid,57.2,widget6
260,145,467,Japan,1109,62.75,70.26,-125.48,cylinder,11.04,widget5
541,168,460,Belgium,793,31.73,30.29,74.33,cylinder,29.59,widget8
203,142,471,Germany,1294,46.07,48.57,-43.74,cuboid,33.17,widget5
500,159,413,Belgium,442,42.12,70.72,35.35,spherical,50.92,widget1
531,154,690,United States,1211,71.03,77.35,-76.33,other,55.58,widget3
521,156,571,South Korea,950,21.8,25.94,42.13,cuboid,14.88,widget8
487,125,572,Italy,581,69.54,43.63,12.13,cuboid,46.52,widget6
547,173,557,Italy,911,22.49,20.32,88.4,other,23.32,widget8
533,112,558,Belgium,725,70.96,66.94,98.71,cuboid,39.8,widget6
468,156,517,Belgium,1669,56.19,54.73,-46.58,other,52.9,widget3
438,102,532,Belgium,790,48.19,59.95,-26.85,spherical,36.15,widget1
552,209,464,Belgium,744,24.74,46.89,-56.97,oblong,24.32,widget7
634,140,567,Japan,659,45.94,65.36,51.03,oblong,38.88,widget4
524,152,373,Belgium,546,57.72,82.68,16.94,spherical,44.82,widget1
380,152,643,Italy,1225,69.3,42.81,14.19,cylinder,51.88,widget3
341,146,576,Belgium,699,42.35,43.46,-118.4,cylinder,30.21,widget5
446,146,735,Japan,1670,61.7,55.69,-86.07,other,54.88,widget3
329,144,522,South Korea,792,68.21,57.95,153.18,oblong,23.24,widget2
455,101,521,Italy,435,69.27,79.31,78.84,oblong,50.87,widget6
402,214,352,Japan,643,61.88,59.44,109.2,oblong,27.35,widget2
582,213,404,China,627,36,58.35,-87.49,cuboid,23.69,widget7
495,144,714,Italy,1181,35.19,56.85,-94.02,cylinder,53.89,widget3
448,138,646,,1572,77.17,23.12,-53.54,cylinder,50.58,widget3
467,172,674,France,1205,62.3,59.63,-85.99,cylinder,45.61,widget3
470,171,567,Japan,557,61.81,26.08,47.97,spherical,23.41,widget2
640,164,372,Italy,1024,49.19,56.28,39.74,oblong,51.78,widget1
489,147,446,Germany,409,52.11,49.85,17.27,spherical,31.14,widget1
696,115,593,Japan,1288,30.15,30.67,110.8,oblong,28.45,widget4
539,142,522,Italy,516,54.4,47.82,84.19,oblong,46.74,widget1
369,161,437,Belgium,962,21.91,31.56,13.67,cylinder,19,widget8
222,169,479,Germany,1418,39.38,60.36,-90.24,cylinder,34.84,widget5
561,151,658,Germany,1212,67.36,60.13,-103.39,cuboid,38.85,widget3
588,136,361,Japan,1028,44.64,39.07,62.97,oblong,56.87,widget1
505,231,500,Japan,504,42.68,79.86,-73.9,spherical,30,widget7
465,86,628,Germany,811,49.85,84.56,90.8,cuboid,54.52,widget6
521,191,394,Japan,694,33.35,90.07,15.26,oblong,7.82,widget7
568,188,316,Italy,686,23.99,50.88,66.76,other,21.08,widget8
435,102,550,Belgium,744,64.43,44.73,5.19,cuboid,42.64,widget6
221,178,553,China,822,35.33,58.82,-140.21,cuboid,35.21,widget5
292,164,631,Italy,1013,42.7,77.82,34.87,cylinder,24.58,widget5
404,225,377,South Korea,808,84.83,58.77,52.2,oblong,35.04,widget2
625,139,591,China,1202,29.94,70.06,57.66,oblong,35.18,widget4
507,151,520,,896,78.46,48.6,2.48,cuboid,44.56,widget6
540,92,645,,464,55.36,86.38,-10.38,cuboid,47.04,widget6
422,143,421,South Korea,867,75.46,57.38,62.38,oblong,17.31,widget2
286,221,568,South Korea,1045,77.24,38.21,0.99,cuboid,35.51,widget2
294,195,626,Japan,1271,52.02,80.99,-56.54,cylinder,28.43,widget5
508,182,491,Italy,575,73.53,63.14,62.33,oblong,34.44,widget2
466,147,458,Belgium,429,31.3,38.92,-23.53,cylinder,30.83,widget8
615,132,498,Belgium,1026,28.72,24.22,113.61,cylinder,29.15,widget8
523,106,679,Germany,1018,84.26,79.43,123.08,cuboid,40.39,widget6
425,188,415,Japan,460,22.29,26.87,50.35,cylinder,24.23,widget8
357,200,616,Japan,1096,59.04,66.82,-1.52,cylinder,15.59,widget5
298,194,612,Italy,1322,50.87,62.52,-107.45,other,41.6,widget5
498,141,422,Italy,949,34.31,47.15,41.25,cylinder,31.27,widget8
531,168,461,South Korea,491,49.01,51.37,-46.27,cuboid,33.2,widget7
380,164,664,Belgium,1215,70.85,74.76,-98.69,cylinder,37.03,widget3
510,127,463,Russia,681,56,56.54,59.21,oblong,35.01,widget2
543,126,377,Italy,698,54.45,40.92,32.47,oblong,44.93,widget1
450,184,395,Italy,479,25.19,82,-62.78,oblong,25.34,widget7
528,104,483,Belgium,1009,38.74,38.98,24.68,oblong,41.37,widget1
518,92,718,Belgium,290,72.23,67.57,87.26,cylinder,29.71,widget6
548,185,353,South Korea,648,36.55,72.25,-43.25,oblong,24.43,widget7
606,177,643,Belgium,1166,35.57,69.1,65.24,oblong,39.02,widget4
533,140,429,Belgium,550,37.16,58.33,59.62,cylinder,28.82,widget8
383,90,569,Belgium,949,57.55,74.18,104.51,cuboid,60.85,widget6
543,107,425,Italy,1240,65.5,44.74,25.15,oblong,45.6,widget1
430,126,371,France,1035,56.51,41.73,24.07,oblong,39.52,widget1
346,166,555,Italy,1006,59.71,55.39,-52.93,cylinder,28.7,widget5
515,157,466,Germany,1205,54.18,44.65,56.74,spherical,36.28,widget1
488,83,640,Belgium,455,78.69,71.88,74.09,cuboid,40.91,widget6
486,165,400,Japan,508,38.99,28.27,-17.51,cuboid,19.05,widget8
435,173,709,Italy,1600,51.48,53.27,29.37,cylinder,56.95,widget3
207,196,502,Belgium,743,47.55,81.23,-52.8,cylinder,23.53,widget5
428,115,600,Germany,1754,67.55,45.14,-8.11,cylinder,50.54,widget3
538,157,670,South Korea,1314,33.87,30.68,23.12,spherical,27.75,widget4
610,156,556,South Korea,967,45.61,69.92,31.17,oblong,35.24,widget4
499,95,657,Germany,1011,70.38,69.69,31.94,cylinder,47.75,widget6
428,216,536,Japan,591,78.65,57.69,-26.5,oblong,27.68,widget2
287,165,447,Japan,1050,30.78,100,-9.23,cylinder,26.11,widget5
194,147,588,China,1240,50.92,62.79,-76.11,cylinder,13.64,widget5
143,190,541,Japan,672,40.9,73.22,-114.45,cylinder,40.4,widget5
542,153,745,Germany,1377,51.36,73.06,-121.08,cylinder,40.18,widget3
474,132,619,Italy,820,81.55,66.21,53.7,cuboid,47.31,widget6
470,170,317,Belgium,404,24.45,34.72,43.97,cylinder,20.3,widget8
533,206,470,China,601,33.37,73.79,-44.08,oblong,17.93,widget7
393,193,554,Japan,579,73.16,45.85,41.19,oblong,32.22,widget2
415,127,336,Belgium,759,56.89,58.02,22.46,oblong,47.99,widget1
486,82,391,Belgium,576,37.08,47.83,16.74,oblong,41.6,widget1
605,132,448,Italy,825,48.02,26.27,45.99,spherical,44.85,widget1
509,185,457,Japan,567,27.34,59.62,-79.15,oblong,24.7,widget7
465,177,740,Germany,1193,57.32,55.44,-44.36,cylinder,52.65,widget3
595,176,517,Japan,760,43.99,58.69,20.01,cylinder,16.7,widget8
454,95,649,Japan,337,59.22,60.32,89.45,oblong,43.17,widget6
549,120,562,United States,284,75.15,87.89,30.05,cuboid,60.83,widget6
547,202,429,China,532,50.96,57.7,-24.58,oblong,13.93,widget7
419,166,412,Japan,901,68.75,61.48,51.25,spherical,34.26,widget2
526,166,503,South Korea,1009,37.63,54.2,40.42,cuboid,39.97,widget4
401,139,618,Germany,1208,46.35,48.58,-22.8,cylinder,42.57,widget3
546,214,376,Italy,973,51.51,58.24,33.26,oblong,32.32,widget7
234,131,417,Belgium,571,52.9,78.82,-100.7,cylinder,34.45,widget5
680,185,602,Belgium,856,34.36,45.14,85.77,oblong,31.43,widget4
448,186,310,Japan,706,18.22,40.54,-23.74,cylinder,18.21,widget8
449,112,529,Germany,383,63.76,71.99,32.19,cuboid,57.32,widget6
399,164,461,Italy,1266,43.94,74.58,-113.63,cylinder,11.75,widget5
541,171,534,South Korea,1086,28.07,35.13,-31,cylinder,32.28,widget8
486,167,516,Japan,717,33.23,60.41,-78.55,cuboid,19.37,widget7
474,170,442,Germany,645,21.82,40.97,87.73,oblong,53.15,widget1
406,142,552,Belgium,1311,52.15,67.16,-135.78,cylinder,59.83,widget3
495,142,425,Italy,956,24.65,41.51,128.68,cylinder,25.85,widget8
343,209,577,Belgium,1307,41.18,75.36,-96.59,cylinder,15.68,widget5
532,104,559,Germany,814,73.94,91.31,73.27,cuboid,35.83,widget6
138,139,535,Germany,873,37.18,80.43,-88.93,cylinder,16.92,widget5
483,138,395,Italy,908,67.81,64.6,80.3,oblong,49.44,widget1
564,174,557,China,1341,25.66,36.36,40.79,oblong,32.66,widget4
492,172,629,,1623,71.68,60.6,-69.47,other,53.02,widget3
329,171,640,Italy,903,41.26,55.08,-44.92,cylinder,30.93,widget5
456,193,659,France,1199,57.65,48.28,-72.16,cylinder,36.48,widget3
235,179,590,,805,43.12,64.9,-102.39,cylinder,29.47,widget5
416,155,404,Japan,566,49.9,58.69,-89.94,oblong,27.84,widget7
